name,y,x,place_types,id,rating,photo_ref,transit_time
Peter and Paul Fortress,30.3166718,59.9500019,place_of_worship|museum|church,ChIJTSR-1GoxlkYR5zLwx1pVPbo,4.7,CmRaAAAAZzpt58agVuLfzVtmbpr8cwY535-3Ih3rfn0Axy7Q_aoCVW7cn0QR9OpfE76mjJSMIUw17p8l5xpTJNGipc0zrQTU27_cEKk6fJzmgPs2zRnS95zAUaOEH0uRbQ-YG5HwEhBGywh3Q6PGfS55evqzTDeIGhTVHSGGFQioS1v-EQ2zGD4SDstrlA,1575
