,0,1,2,3,4,5,6,7,8
0,0.0,,,,,,,,
1,1065.0,0.0,,,,,,,
2,731.0,740.0,0.0,,,,,,
3,1050.0,705.0,777.0,0.0,,,,,
4,791.0,1287.0,1202.0,1508.0,0.0,,,,
5,904.0,1071.0,503.0,1019.0,1270.0,0.0,,,
6,1267.0,719.0,1938.0,1332.0,1481.0,1575.0,0.0,,
7,959.0,614.0,684.0,315.0,1372.0,842.0,1284.0,0.0,
8,735.0,761.0,513.0,847.0,723.0,594.0,1218.0,761.0,0.0
