,0,1,2,3,4,5,6,7,8
0,0.0,,,,,,,,
1,2385.0,0.0,,,,,,,
2,1106.0,3109.0,0.0,,,,,,
3,811.0,2318.0,1873.0,0.0,,,,,
4,509.0,2813.0,1541.0,899.0,0.0,,,,
5,599.0,1761.0,1915.0,677.0,767.0,0.0,,,
6,534.0,1788.0,1780.0,834.0,702.0,218.0,0.0,,
7,2843.0,6091.0,4162.0,2001.0,2923.0,2588.0,2623.0,0.0,
8,692.0,1569.0,1887.0,824.0,860.0,202.0,209.0,2811.0,0.0
