,0,1,2,3,4,5,6,7,8
0,0.0,,,,,,,,
1,1276.0,0.0,,,,,,,
2,1622.0,759.0,0.0,,,,,,
3,1074.0,715.0,1124.0,0.0,,,,,
4,877.0,1495.0,1964.0,1522.0,0.0,,,,
5,1462.0,984.0,1556.0,1185.0,1131.0,0.0,,,
6,1472.0,698.0,259.0,1011.0,1793.0,1570.0,0.0,,
7,1237.0,177.0,815.0,771.0,1435.0,1379.0,777.0,0.0,
8,2091.0,1189.0,1219.0,1423.0,1760.0,1393.0,985.0,1237.0,0.0
