,0,1,2,3,4,5,6,7,8
0,0.0,,,,,,,,
1,1734.0,0.0,,,,,,,
2,1531.0,1654.0,0.0,,,,,,
3,2621.0,2143.0,1621.0,0.0,,,,,
4,1091.0,2217.0,2115.0,3701.0,0.0,,,,
5,1774.0,1037.0,1573.0,1342.0,2180.0,0.0,,,
6,1335.0,835.0,1306.0,1414.0,1685.0,712.0,0.0,,
7,1638.0,1917.0,415.0,1841.0,2647.0,1834.0,1616.0,0.0,
8,1928.0,2267.0,1062.0,2018.0,1677.0,2184.0,1966.0,1312.0,0.0
