,interest,name,id,photo_ref,place_types,rating,transit_time,x,y
0,museum,Ramones Museum,ChIJY28fU-ZRqEcRRA1cS-e-3qY,CmRaAAAAC6Xoau0NWtzrenGiTBcyH9TMRkM8gn5aOGJeV_SsCDMAS0idrOxrVO09Zml69xLPB2OUHMjxBqGX8LzLelOmYjpFK6Z99PbNPMenUXlakyDp1k4O5ZfDaRifq-VGyxB_EhBG0fZNzcTtmq_V_ub9ib63GhSbbD93-j3Q9HMtEHNJKtK4TlEFGw,food|museum|cafe|bar,4.6,1360,52.50124,13.44324
1,museum,Museum at the Kulturbrauerei,ChIJ74Sex_9RqEcRrg4jC_emII0,CmRaAAAAG7hAoeymVAZZWvm2bA8mHExdT_oyO4Ih2-aa5BCsOwvB7EXF7mYGicGspKE5_GCInlwnHHZpMh5jMGy1ZaOVeJGObTa3mk-N3-KJbdIx5RAmtgmmXV0Di9BZ7V4qO5NEEhBoZTP_v0Ui5oTRS8OGVmbVGhSOP-UaCKdpWuFH50pFyKu1MSObPg,museum,4.6,919,52.5403789,13.4139838
2,museum,German Museum of Technology,ChIJuyVqNDJQqEcReGoSmZuRNUQ,CmRaAAAAJbAn9PkcwU6Yi3KJ86uq2onX0jd6vfUPgHCfqs_F9ynW_9_Hj5g87fsIjU1pdy-7xLL3W17-n-SfbCoGYGAttCXOmI7o-q2NaeEBW3DefG7mNuMb2drrb6scVU9sMPmbEhBQZGQkDJ8fc8P4LdlG3BQ1GhTm14gK9ehTFtmlHkGdCvSysKr3YA,museum,4.6,1511,52.4986982,13.3778846
3,museum,Alte Nationalgalerie,ChIJM28dat1RqEcRC0AVNUpwAuk,CmRaAAAAMfZ7bdsMK93EEbE4ftQ0DiCDMR3jC9pA-BcJyUS0RWHtRRjNEco79WSaIHYLxwc37hKGwqwNLD9n1oTuaS9CrBwRUcFFb_9Y-YmY4G4Tm3tMNpsGeiIWeN1Xw9A7YrG7EhDGubUCn2KPLT6bIuXeHNX2GhTvmtIQFdbulXZObKJfh-wm2Qapgg,museum,4.5,487,52.5208104,13.3983529
4,museum,MeMu,ChIJdTjciR9OqEcRUqH4IwUnsBo,CmRaAAAA7AKL6lBcteUfJJOfiyAq-rUafuH7hmq81Kx6M6EfAl_W15fQRJti-QzCKbw1pDD7gDiLQVmlk4_p-RzB5f1Eso81uE2cgEI__fqzWiGqbq5tG5PjASmUBGoNTMbEqDs3EhBebrGXIZIKCkOFUmhv1P7tGhQbEi_-rc5EEBkwTzwGZ3wKZMWsAg,museum,4.5,235,52.5205999,13.4089745
5,museum,Neues Museum,ChIJS8OUk91RqEcRNauNAPV5P40,CmRaAAAAm4OFTiyv5CG4GrhfTTNt904ZuNayEvSx2kXPtEm_3WFA0YudTnXtnDMFiOLyXx73-vyIQEdtk4Mq7oumiCtqUcDZLTXnHsmjojX9PXVZiukrlhHsRhjFFzpDLLrPArIsEhAmKQOKkljOp4DWqg9-ofM-GhQr1rVk7Al0sPcu6Zre5q-HrAVCVg,museum,4.5,423,52.5201349,13.3976462
6,museum,Museum für Naturkunde,ChIJ3eWqqpRRqEcRjILZ3j4y0Hs,CmRaAAAAnlTFRFSufjq7qHEFMj5CWV7ZW1eThejFsOMEoxGNHGk80rVQw5VWWA8R_HviyHEQDeW4U3-oprL2S1maxgFTwyPZMPCEWVcRjofpUsHYyNLBIE1Nir9EHfE8Qfyx5k-2EhAGGU5F-gBcjIELANj_iYzYGhQfeYVJaxa9Kn8YOmpO36j0SULJkg,museum,4.5,1100,52.5305726,13.3791755
7,museum,Berlin Museum of Medical History at the Charité,ChIJKQmoOJVRqEcRw_H5hSAszC8,CmRaAAAAUjZgkz6LQwmKTgKVo0TMlWj7EWF4CS9jAwxzwzmXDvdjO4ygpOSchOYY6chcqx6QAz8U2yoRYLcuiY-7EBrFv_EL3wHH_KVAXqTki3G0YdjD3HQ4sXG_k6CNsGIm-AhmEhDqL4VG6PHWX4GUetQtRw3-GhSs4QVEZjcbPoKNkAZFl0AcMgWJCg,museum,4.5,1130,52.525539,13.3744308
8,nature,Natur-Park Schöneberger Südgelände,ChIJ1Z88_QhQqEcRnKDiC6q65KQ,CmRaAAAAwUvICSqkXq30TkeDe9Q2p6j4ttXp-cQcS8jf1FoexO37HawV_EU-WtE5JuArx_3VBseaLkr3whZoQ6UJy0tEKDjcOAuiSkc9Nu5sJ90eQS0G-BuGBOs67fqKcsrQSqplEhD7UCmIt5Zg5sMaRDTZO3miGhT7zIawH3YSyrhNf-RPCrSG-VvX4w,park,4.5,1713,52.4631114,13.3594487
