interest,name,rating,photo_ref,place_types,y,x,id,transit_time,day_plan
spa,Agua Bathhouse And Spa,5.0,,spa,-0.1057044,51.5076098,ChIJ5WKTw7EEdkgRXEWfLY3h77Y,885,0
spa,Spa InterContinental,5.0,CmRaAAAAhnNYAYIatU_f4hnXBKeCW6krPFpNUnaeM_oOOSLYcLs6l0RfR_ClUCgEk0LsrdJZh7iwmvyHJvU2luKEhqPZm2ss2MfF-28U4vINEsVKBlwX_4lSu5C2MN7XSbAAy36TEhAf7EGgFYxUeY7pSyco3o9oGhT-NWRyWu3lFpbztm0bzO7PzkLsBQ,spa|beauty_salon,-0.1507427,51.5039885,ChIJdevOZSUFdkgR524RF1MvaZo,959,1
museum,Hintze Hall,4.8,CmRaAAAA9xr5KyRqJSU7snKC672_-vHJcrF1T8AeaZSNM8PnBYcWNXYjEYCVGzw0brjFstKnBEg-a7sBKJ5YNYAlWHcvfHISjlSvGPke0JKVQUlj5dwd03CRJM_7CCqdgoTn7X1yEhDiJTY3b8trWekrNA4r7g1sGhTX8Wi1VFoNIck1cTowjxSZKHQ02Q,museum,-0.176865,51.496566,ChIJPbyM11wFdkgRk9mxfquNDow,1198,2
museum,Faraday Museum,4.7,CmRaAAAAEBXLPpjk0enLxcgSTRUiFyWA8rK7dpQfze7xgZtlKTOqx-36zljpJUeao6AAMxgqpl3wweUwqO-aWrVRLfTNnQntWOKlcD1ugb82cExqkJE0oBGaxIf_ITG4OT8p33HYEhAODWd4KKTk-_zAWRxXqYX1GhTymdfcH7uFVHBOka7ZZiy3t4Saiw,museum,-0.1425581,51.5099044,ChIJzfGiISoFdkgRQi68A4o6qsA,631,3
museum,St Bartholomew's Hospital Museum,4.7,CmRaAAAA2LawOyoih98LdsKtMYQjHIylG23XLNR2N3cW2IHREGdYF_VvcDZ78GsQS4QYbJP4mhzDQUbjqcQS6YIxn3_1jeTGFDgNwxdStTATMocW21SJB5lx6D6519wpWASgWea5EhAFFftr2pQyM33LxkI6cH_lGhRoi6rMls_YVRV1pwOSOYlULhzxjg,museum,-0.1003414,51.5177863,ChIJs0nCdVMbdkgRU4LBLvQaGno,1163,0
museum,The British Museum,4.7,CmRZAAAA5YEJ0EOwtDVEmVEdzXrG8wLsr1s-AwHbSo09hH5lOzPrZAZnHX87xMjlufE3VwKZLQR8I4HbEp1IArcEvuF_9tpH-_0x9qLFk6RTSb_xaDkFhc-76CH_N2tlqdp6WsEyEhC4Zz6UWnAEbGSKmCNTtp6dGhQg7OY5KlEbA0fmHxN1bkB4uvLHFA,museum,-0.1269566,51.5194133,ChIJB9OTMDIbdkgRp0JWbQGZsS8,792,1
museum,Victoria and Albert Museum,4.7,CmRaAAAAExC4eXnVT3V_p-ZdVzGqV5m0rKYTjd7TFNHNxH-qnowTXet2JeRGSbJx45OC0S3pdhWH0mHUJ3917I6RlnQUJJJfc84mmc6V8aEPYjuxpO4uv6Q2od4E7eleU9H_WEjtEhCt5vMHvYmOzcp07zbVhzIxGhQMu4ZxHxy5PyQYtAURU-nT4tOjkA,museum|art_gallery,-0.17218,51.4966392,ChIJw1d-sUMFdkgRH2XN_U0Jt54,1137,1
spa,Four Seasons Hotel London at Park Lane,4.6,CmRaAAAAMAMvfySUCv-KU_BcpN29jpn-bRNR9k_tenAk1JzW5ttejkWGUxWl_Orr4Fi3Cp5sSFfjWZDEaBg7JRa8zDLZTJRhqqIqm9EnZ8VD-lIvTEE4uOHpR5AMyfc0izT8Mlc1EhCdX-_IR2vfd8iNNB3oE9eZGhSnTMTgeYmRobR_YyMwtW_5wAH8rw,spa|health|lodging,-0.149911,51.504439,ChIJPTReYyUFdkgRFxvvBDglXXE,1044,3
spa,Spa One London,4.5,CmRaAAAAP7dWEuVEyGuKaKerqHDLwAoJxIhLg6ocZkjbchrRgyAsGufzMsaxBaMNuj4F0NCNKoJjaNh_uWPgGnc8B2MSAmyJKOzjIja7ecgWBh95U_Vk95Cb1etxqgpfTFsupI71EhADLtDAgPp5qZhnxorvTNQ6GhStAggILNQqtEaqiHz4hj13hBDDUA,spa|health|lodging,-0.1839821,51.5134044,ChIJrQZ8xlQFdkgR-hRRowGSTz0,1362,2
