,0,1,2,3,4,5,6,7,8
0,0.0,,,,,,,,
1,2690.0,0.0,,,,,,,
2,4113.0,3974.0,0.0,,,,,,
3,2333.0,1686.0,3018.0,0.0,,,,,
4,2788.0,3842.0,5136.0,2048.0,0.0,,,,
5,3587.0,2315.0,2398.0,1281.0,2717.0,0.0,,,
6,2799.0,3301.0,4550.0,2092.0,2607.0,2699.0,0.0,,
7,2182.0,3455.0,5468.0,2246.0,2761.0,2853.0,978.0,0.0,
8,3100.0,4031.0,4490.0,2237.0,956.0,2844.0,2620.0,2743.0,0.0
