,0,1,2,3,4,5,6,7,8
0,0.0,,,,,,,,
1,1639.0,0.0,,,,,,,
2,1344.0,1917.0,0.0,,,,,,
3,1671.0,2316.0,657.0,0.0,,,,,
4,1689.0,2675.0,780.0,1130.0,0.0,,,,
5,1161.0,2343.0,372.0,703.0,706.0,0.0,,,
6,1388.0,1399.0,1255.0,877.0,1642.0,1312.0,0.0,,
7,903.0,2425.0,1197.0,1547.0,1621.0,1147.0,2174.0,0.0,
8,1850.0,1604.0,1866.0,1394.0,2251.0,1923.0,729.0,2286.0,0.0
