,0,1,2,3,4,5,6,7,8,9
0,0.0,,,,,,,,,
1,1062.0,0.0,,,,,,,,
2,870.0,565.0,0.0,,,,,,,
3,889.0,442.0,439.0,0.0,,,,,,
4,459.0,1031.0,820.0,1031.0,0.0,,,,,
5,17.0,1032.0,821.0,1032.0,29.0,0.0,,,,
6,1451.0,953.0,741.0,489.0,1430.0,1430.0,0.0,,,
7,276.0,873.0,662.0,873.0,187.0,216.0,1231.0,0.0,,
8,1669.0,1924.0,1799.0,1710.0,1643.0,1672.0,1083.0,1456.0,0.0,
9,953.0,422.0,435.0,60.0,932.0,932.0,635.0,687.0,1627.0,0.0
