,0,1,2,3,4,5,6,7,8,9
0,0.0,,,,,,,,,
1,657.0,0.0,,,,,,,,
2,353.0,703.0,0.0,,,,,,,
3,1255.0,877.0,1312.0,0.0,,,,,,
4,1866.0,1394.0,1923.0,729.0,0.0,,,,,
5,895.0,732.0,952.0,635.0,1489.0,0.0,,,,
6,1856.0,1478.0,1913.0,899.0,446.0,1387.0,0.0,,,
7,1027.0,829.0,1084.0,779.0,1497.0,116.0,1407.0,0.0,,
8,785.0,375.0,842.0,708.0,1162.0,562.0,1215.0,667.0,0.0,
9,1153.0,930.0,1279.0,554.0,909.0,990.0,995.0,1095.0,684.0,0.0
