,0,1,2,3,4,5,6,7,8
0,0.0,,,,,,,,
1,1734.0,0.0,,,,,,,
2,1293.0,1654.0,0.0,,,,,,
3,1774.0,1037.0,1573.0,0.0,,,,,
4,1335.0,835.0,1306.0,575.0,0.0,,,,
5,1723.0,986.0,1490.0,40.0,506.0,0.0,,,
6,1836.0,1298.0,1506.0,1372.0,1450.0,1292.0,0.0,,
7,2127.0,1344.0,1515.0,1127.0,919.0,1079.0,866.0,0.0,
8,2297.0,2456.0,1441.0,2151.0,1796.0,1899.0,1929.0,1767.0,0.0
