,interest,name,id,photo_ref,place_types,rating,transit_time,x,y
0,museum,Museum Air France,ChIJ_WcgK9Fv5kcR1B5EkLqQoJg,CmRaAAAAxKE8dKiLsOGyhYPXk7fmTODp6v7rWDv4hC8DIFb4haoS1sUbs6RAPLt0db-y2UzrxPGk_txznOhUbD6ou-hgw2vcmTCkHYgzgBUg6qfLWRFCR25l_7fZF9mseA2CR4osEhBRVEnAkF-mHadOlX2ns2O8GhR3HsV1FamoCENTc0NnZXr0bVzhgw,museum,4.8,1121,48.8624893,2.3147536
1,shopping,babyGap,ChIJ-QIn-B5u5kcR2DmIfT5FgmA,CmRaAAAAt5D0QfAtAkX-6Imxt1H4kLpqU3BR4Ko7d5nbUp5aHfGz9R4_-O2CrziCP60DznHauleuEaeKv9dLxAVe2s06fRmlDTGvsaFGgMcld0sHmfi-64R-vttU-pc2Y4ve90hlEhCj4pwPrcek5zUNawfCi9n8GhSw1VdVvBPwkgBi82utkRonOzGn-A,clothing_store|store,4.8,396,48.8589551,2.3478312
2,museum,Musée d'Orsay,ChIJG5Qwtitu5kcR2CNEsYy9cdA,CmRaAAAA-mMOKK4GtKiRYit7irgp9tIYzJ-d3u80gfH_DVw7NVDPGoPkh5Ex-r6MNHGlAXd0f4CgujHMivBsfm47KBqqhXu1llQf5j66KU9AxL7T8waZcHQFa3QGULbMRzjFO7K9EhBwWWO2ve2qyoih10vB0IyrGhQlBFA1QX4Kfaz-Nq1Kfd59HSl4UA,museum,4.7,771,48.8599614,2.3265614
3,museum,Louvre Museum,ChIJD3uTd9hx5kcR1IQvGfr8dbk,CmRaAAAABytDr6yQVlwRUfhQmJfPakI9_dCsB0hkG5pZUnm9a-jQm1v0gOgPdmN7dKY9tlbXZAIXSVjpTAG3QAR01bF5KzylK_U0_bumRHUBcqKWnSgQ3uYTnqdxTbwD8MHOxzNlEhC0zBBTMI3tfgpVqfDWO17xGhRlXkHI44J_wWQdgJqxAmVWFV2KuA,museum,4.7,701,48.8606111,2.337644
4,museum,Musée Nissim de Camondo,ChIJ6VmGh7dv5kcR32uxgrtK3Z4,CmRaAAAAK3tDLsyJtjH7Iu6EILIu5Syc6bMshmHzABZRk1QBts42d2LUTLVdFj_MUKjiyTCEsmyowVmdQ_0vQ3YoDQoXiC_5v03eSTdoIA1F3LDGstOfsKhghfKcT1zepvTAP8YBEhB6i0zD8oIiGsBLjHvVU3YuGhTLfZ2tfoc8GZIg1gXqPyHmUndQdA,museum,4.6,1585,48.8789291,2.3126731
5,museum,Orangerie Museum,ChIJo6qq6i5u5kcRCpYBp4rQP9w,CmRaAAAAQrjPboelOUET3cxjR2PfPFxNQQxSWvA3k6ihVrRmuND5Cu3aUgx-vSQoUQ_1AH7jqT3w-4zd74omJoDEvygEDmC8hUHrIgrQGPFbgU5SQRLY6E_s7CAVaG6j6ZxqUuh-EhDJRzwSgnt5oGdWCb7nQDQBGhQL9Os1Or1EPyMqWaytuh2efHyWHw,museum,4.6,1067,48.8637884,2.3226724
6,museum,Metiers Art Museum,ChIJNUTIphpu5kcR4h07VuxFIHc,CmRaAAAA-bfvcHDAa9ZYIGZhy_OX29ThlzLJr6V55Qrnn0DyB4X3Txnqu-rZyRduTVRzVDn7Ign4uezn9puWVUw51U1fbXIqGuy4XeQ7K9BIvPO0vWBcWILQGnH8CP4bVZ1oRriQEhA7XKzYPLhr-YovmpTF7OyNGhRgQS0iOWAk8tDtmDcUBGR9YL7GNw,museum,4.5,765,48.8666392,2.3554383
7,shopping,Carrousel du Louvre,ChIJ6SJcCP5x5kcRJt8m9_lR7_Q,CmRaAAAAtup0Nkw8rUuX7TOgjk-cnIbPEufawsiyMQWsnGAT3MP3xp76l28TQwQx4hw69JTE7vCEwFmpe_1DnubfZYnA1ppx6ET0FXN884PiahAdm4Estj0P2j_sqYXho_GqcBvVEhDyKoi0KVZiYmXP7ZHUUGkeGhSCaF9kjHNKSpz2r4VyhakjcOcVEA,shopping_mall,4.4,610,48.862578,2.3349703
8,shopping,Michael Kors,ChIJ7ao7xzJu5kcR14QvsmgJQUg,CmRaAAAA6_8NUmiSoGSP8w7cEZPCGvhXlpoX7ZwfWEirfnY8L0a434qcp9MnhNSw0jEpAXj2WyavQHEQ1ejniOY92-a0Mxo0LqRwEwftKUYTk8rzQyHVJRIU2imnibSKJJXqgQ7YEhB8gvlpnRgpkzs-Cu6q0E4rGhSvqzvVo3x0RSOf61nOBHniCJkZVQ,clothing_store|jewelry_store|shoe_store|store,4.4,862,48.8680071,2.3238821
