name,y,x,place_types,id,rating,photo_ref,transit_time
When Nature Calls,4.886029,52.365845,store,ChIJ503XwekJxkcRJMIkCYlmLw8,4.5,CmRaAAAAFjFC5Tm5sUPMtkwPn5Pxxhqd2EJeasmwbBXHHXvRfOdqUF33J2dpGtGBMiQExxjfQnQkOP3yKWfUTG5fnbeyDawS5zX-eh2PZ6lmJgz0apzvMhWQZLhmVx5x8m9LfZ15EhA5_5ijwRrA3JGm2-85j8_YGhReJ5JX25zaSofPH1zZ7g1fAvZXMw,586
