,0,1,2,3,4,5,6,7,8
0,0.0,,,,,,,,
1,2709.0,0.0,,,,,,,
2,1283.0,2038.0,0.0,,,,,,
3,1697.0,778.0,1706.0,0.0,,,,,
4,2314.0,1348.0,1076.0,1734.0,0.0,,,,
5,844.0,1801.0,1254.0,1293.0,1654.0,0.0,,,
6,2168.0,2267.0,1635.0,2447.0,2410.0,1586.0,0.0,,
7,1902.0,2004.0,2653.0,1091.0,2217.0,2115.0,3701.0,0.0,
8,1103.0,2064.0,1670.0,1638.0,1917.0,415.0,1841.0,2647.0,0.0
