,0,1,2,3,4,5,6,7,8
0,0.0,,,,,,,,
1,1032.0,0.0,,,,,,,
2,2195.0,1853.0,0.0,,,,,,
3,202.0,973.0,2224.0,0.0,,,,,
4,718.0,332.0,1739.0,825.0,0.0,,,,
5,2385.0,1503.0,2945.0,2367.0,1905.0,0.0,,,
6,1092.0,1722.0,2148.0,1043.0,1921.0,3109.0,0.0,,
7,811.0,499.0,1906.0,918.0,370.0,2318.0,1873.0,0.0,
8,509.0,1158.0,2475.0,588.0,689.0,2813.0,1564.0,899.0,0.0
